model,variant,split,metric,k,value,n_users,n_ratings,seed,run_id,timestamp,history
item_knn,history=5,test,precision_at_k,20.0,0.018781725888324875,197,0,20260903,20260922T172819,1790078543,5
item_knn,history=5,test,recall_at_k,20.0,0.02718996079765282,197,0,20260903,20260922T172819,1790078543,5
item_knn,history=5,test,coverage,20.0,0.37072856221792394,197,0,20260903,20260922T172819,1790078543,5
item_knn,history=5,test,mean_popularity,20.0,90.78451776649746,197,0,20260903,20260922T172819,1790078543,5
item_knn,history=5,test,popularity_percentile,20.0,0.7545403635172753,197,0,20260903,20260922T172819,1790078543,5
item_knn,history=5,test,gini,20.0,0.8633974478558127,197,0,20260903,20260922T172819,1790078543,5
item_knn_ranking,history=5,test,rmse,,1.1803133939230472,200,5081,20260903,20260922T172819,1790078546,5
item_knn_ranking,history=5,test,mae,,0.9372634087741808,200,5081,20260903,20260922T172819,1790078546,5
item_knn_ranking,history=5,test,precision_at_k,5.0,0.027411167512690356,197,0,20260903,20260922T172819,1790078546,5
item_knn_ranking,history=5,test,recall_at_k,5.0,0.011171534133425427,197,0,20260903,20260922T172819,1790078546,5
item_knn_ranking,history=5,test,coverage,5.0,0.13862024500322373,197,0,20260903,20260922T172819,1790078546,5
item_knn_ranking,history=5,test,mean_popularity,5.0,125.26192893401016,197,0,20260903,20260922T172819,1790078546,5
item_knn_ranking,history=5,test,popularity_percentile,5.0,0.861402980186671,197,0,20260903,20260922T172819,1790078546,5
item_knn_ranking,history=5,test,gini,5.0,0.9476198424464976,197,0,20260903,20260922T172819,1790078546,5
item_knn_ranking,history=5,test,precision_at_k,10.0,0.02588832487309645,197,0,20260903,20260922T172819,1790078546,5
item_knn_ranking,history=5,test,recall_at_k,10.0,0.020345706163001322,197,0,20260903,20260922T172819,1790078546,5
item_knn_ranking,history=5,test,coverage,10.0,0.22179239200515796,197,0,20260903,20260922T172819,1790078546,5
item_knn_ranking,history=5,test,mean_popularity,10.0,122.01015228426395,197,0,20260903,20260922T172819,1790078546,5
item_knn_ranking,history=5,test,popularity_percentile,10.0,0.8503248730964467,197,0,20260903,20260922T172819,1790078546,5
item_knn_ranking,history=5,test,gini,10.0,0.9208972760328198,197,0,20260903,20260922T172819,1790078546,5
item_knn_ranking,history=5,test,precision_at_k,20.0,0.023096446700507617,197,0,20260903,20260922T172819,1790078546,5
item_knn_ranking,history=5,test,recall_at_k,20.0,0.03414899106918831,197,0,20260903,20260922T172819,1790078546,5
item_knn_ranking,history=5,test,coverage,20.0,0.33268858800773693,197,0,20260903,20260922T172819,1790078546,5
item_knn_ranking,history=5,test,mean_popularity,20.0,107.88197969543147,197,0,20260903,20260922T172819,1790078546,5
item_knn_ranking,history=5,test,popularity_percentile,20.0,0.8210715572294087,197,0,20260903,20260922T172819,1790078546,5
item_knn_ranking,history=5,test,gini,20.0,0.8850216169689115,197,0,20260903,20260922T172819,1790078546,5
mf,history=5,test,rmse,,1.0623831276341125,200,5081,20260903,20260922T172819,1790078579,5
mf,history=5,test,mae,,0.8455017093971126,200,5081,20260903,20260922T172819,1790078579,5
mf,history=5,test,precision_at_k,5.0,0.03553299492385787,197,0,20260903,20260922T172819,1790078579,5
mf,history=5,test,recall_at_k,5.0,0.013378966360107714,197,0,20260903,20260922T172819,1790078579,5
mf,history=5,test,coverage,5.0,0.029013539651837523,197,0,20260903,20260922T172819,1790078579,5
mf,history=5,test,mean_popularity,5.0,171.6751269035533,197,0,20260903,20260922T172819,1790078579,5
mf,history=5,test,popularity_percentile,5.0,0.9491305059767481,197,0,20260903,20260922T172819,1790078579,5
mf,history=5,test,gini,5.0,0.9927245235593869,197,0,20260903,20260922T172819,1790078579,5
mf,history=5,test,precision_at_k,10.0,0.03350253807106599,197,0,20260903,20260922T172819,1790078579,5
mf,history=5,test,recall_at_k,10.0,0.030188975037912028,197,0,20260903,20260922T172819,1790078579,5
mf,history=5,test,coverage,10.0,0.041263700838168924,197,0,20260903,20260922T172819,1790078579,5
mf,history=5,test,mean_popularity,10.0,162.8055837563452,197,0,20260903,20260922T172819,1790078579,5
mf,history=5,test,popularity_percentile,10.0,0.9392582282626495,197,0,20260903,20260922T172819,1790078579,5
mf,history=5,test,gini,10.0,0.9887598307298059,197,0,20260903,20260922T172819,1790078579,5
mf,history=5,test,precision_at_k,20.0,0.028934010152284265,197,0,20260903,20260922T172819,1790078579,5
mf,history=5,test,recall_at_k,20.0,0.046441452893977116,197,0,20260903,20260922T172819,1790078579,5
mf,history=5,test,coverage,20.0,0.0735009671179884,197,0,20260903,20260922T172819,1790078579,5
mf,history=5,test,mean_popularity,20.0,150.15710659898477,197,0,20260903,20260922T172819,1790078579,5
mf,history=5,test,popularity_percentile,20.0,0.9271786474537416,197,0,20260903,20260922T172819,1790078579,5
mf,history=5,test,gini,20.0,0.9789678838280199,197,0,20260903,20260922T172819,1790078579,5
mf_ranking,history=5,test,rmse,,1.0573863615457306,200,5081,20260903,20260922T172819,1790078597,5
mf_ranking,history=5,test,mae,,0.8421689095365189,200,5081,20260903,20260922T172819,1790078597,5
mf_ranking,history=5,test,precision_at_k,5.0,0.030456852791878177,197,0,20260903,20260922T172819,1790078597,5
mf_ranking,history=5,test,recall_at_k,5.0,0.014200412526663202,197,0,20260903,20260922T172819,1790078597,5
mf_ranking,history=5,test,coverage,5.0,0.019987105093488073,197,0,20260903,20260922T172819,1790078597,5
mf_ranking,history=5,test,mean_popularity,5.0,168.51675126903552,197,0,20260903,20260922T172819,1790078597,5
mf_ranking,history=5,test,popularity_percentile,5.0,0.9467784509579172,197,0,20260903,20260922T172819,1790078597,5
mf_ranking,history=5,test,gini,5.0,0.9930897701499278,197,0,20260903,20260922T172819,1790078597,5
mf_ranking,history=5,test,precision_at_k,10.0,0.03451776649746193,197,0,20260903,20260922T172819,1790078597,5
mf_ranking,history=5,test,recall_at_k,10.0,0.028492496341319378,197,0,20260903,20260922T172819,1790078597,5
mf_ranking,history=5,test,coverage,10.0,0.03352675693101225,197,0,20260903,20260922T172819,1790078597,5
mf_ranking,history=5,test,mean_popularity,10.0,167.0,197,0,20260903,20260922T172819,1790078597,5
mf_ranking,history=5,test,popularity_percentile,10.0,0.9435365973473064,197,0,20260903,20260922T172819,1790078597,5
mf_ranking,history=5,test,gini,10.0,0.989161078328375,197,0,20260903,20260922T172819,1790078597,5
mf_ranking,history=5,test,precision_at_k,20.0,0.029695431472081216,197,0,20260903,20260922T172819,1790078597,5
mf_ranking,history=5,test,recall_at_k,20.0,0.04705872047969751,197,0,20260903,20260922T172819,1790078597,5
mf_ranking,history=5,test,coverage,20.0,0.04964539007092199,197,0,20260903,20260922T172819,1790078597,5
mf_ranking,history=5,test,mean_popularity,20.0,154.25837563451776,197,0,20260903,20260922T172819,1790078597,5
mf_ranking,history=5,test,popularity_percentile,20.0,0.9310713934828885,197,0,20260903,20260922T172819,1790078597,5
mf_ranking,history=5,test,gini,20.0,0.9808687370519101,197,0,20260903,20260922T172819,1790078597,5
hybrid,history=5,test,rmse,,1.0608871069745796,200,5081,20260903,20260922T172819,1790078630,5
hybrid,history=5,test,mae,,0.8454697917002877,200,5081,20260903,20260922T172819,1790078630,5
hybrid,history=5,test,precision_at_k,5.0,0.03248730964467006,197,0,20260903,20260922T172819,1790078630,5
hybrid,history=5,test,recall_at_k,5.0,0.012456117819870684,197,0,20260903,20260922T172819,1790078630,5
hybrid,history=5,test,coverage,5.0,0.030947775628626693,197,0,20260903,20260922T172819,1790078630,5
hybrid,history=5,test,mean_popularity,5.0,172.55329949238578,197,0,20260903,20260922T172819,1790078630,5
hybrid,history=5,test,popularity_percentile,5.0,0.9499145243163584,197,0,20260903,20260922T172819,1790078630,5
hybrid,history=5,test,gini,5.0,0.99236320435154,197,0,20260903,20260922T172819,1790078630,5
hybrid,history=5,test,precision_at_k,10.0,0.029949238578680204,197,0,20260903,20260922T172819,1790078630,5
hybrid,history=5,test,recall_at_k,10.0,0.026676296644027094,197,0,20260903,20260922T172819,1790078630,5
hybrid,history=5,test,coverage,10.0,0.04771115409413282,197,0,20260903,20260922T172819,1790078630,5
hybrid,history=5,test,mean_popularity,10.0,162.5208121827411,197,0,20260903,20260922T172819,1790078630,5
hybrid,history=5,test,popularity_percentile,10.0,0.9389376125757329,197,0,20260903,20260922T172819,1790078630,5
hybrid,history=5,test,gini,10.0,0.98774460230341,197,0,20260903,20260922T172819,1790078630,5
hybrid,history=5,test,precision_at_k,20.0,0.028934010152284265,197,0,20260903,20260922T172819,1790078630,5
hybrid,history=5,test,recall_at_k,20.0,0.04686634416226077,197,0,20260903,20260922T172819,1790078630,5
hybrid,history=5,test,coverage,20.0,0.07672469374597034,197,0,20260903,20260922T172819,1790078630,5
hybrid,history=5,test,mean_popularity,20.0,151.1489847715736,197,0,20260903,20260922T172819,1790078630,5
hybrid,history=5,test,popularity_percentile,20.0,0.9277519240216144,197,0,20260903,20260922T172819,1790078630,5
hybrid,history=5,test,gini,20.0,0.9782177537334682,197,0,20260903,20260922T172819,1790078630,5
hybrid_frontier,history=5,test,rmse,,1.0693477581903041,200,5081,20260903,20260922T172819,1790078662,5
hybrid_frontier,history=5,test,mae,,0.8542583808845132,200,5081,20260903,20260922T172819,1790078662,5
hybrid_frontier,history=5,test,precision_at_k,5.0,0.03553299492385787,197,0,20260903,20260922T172819,1790078662,5
hybrid_frontier,history=5,test,recall_at_k,5.0,0.014673482445050656,197,0,20260903,20260922T172819,1790078662,5
hybrid_frontier,history=5,test,coverage,5.0,0.07994842037395229,197,0,20260903,20260922T172819,1790078662,5
hybrid_frontier,history=5,test,mean_popularity,5.0,161.27512690355329,197,0,20260903,20260922T172819,1790078662,5
hybrid_frontier,history=5,test,popularity_percentile,5.0,0.9253479613558212,197,0,20260903,20260922T172819,1790078662,5
hybrid_frontier,history=5,test,gini,5.0,0.9775582807227693,197,0,20260903,20260922T172819,1790078662,5
hybrid_frontier,history=5,test,precision_at_k,10.0,0.03197969543147208,197,0,20260903,20260922T172819,1790078662,5
hybrid_frontier,history=5,test,recall_at_k,10.0,0.025477780237695404,197,0,20260903,20260922T172819,1790078662,5
hybrid_frontier,history=5,test,coverage,10.0,0.12121212121212122,197,0,20260903,20260922T172819,1790078662,5
hybrid_frontier,history=5,test,mean_popularity,10.0,153.02994923857867,197,0,20260903,20260922T172819,1790078662,5
hybrid_frontier,history=5,test,popularity_percentile,10.0,0.9163297854920585,197,0,20260903,20260922T172819,1790078662,5
hybrid_frontier,history=5,test,gini,10.0,0.9675696374043927,197,0,20260903,20260922T172819,1790078662,5
hybrid_frontier,history=5,test,precision_at_k,20.0,0.029949238578680204,197,0,20260903,20260922T172819,1790078662,5
hybrid_frontier,history=5,test,recall_at_k,20.0,0.046884477041553844,197,0,20260903,20260922T172819,1790078662,5
hybrid_frontier,history=5,test,coverage,20.0,0.17794970986460348,197,0,20260903,20260922T172819,1790078662,5
hybrid_frontier,history=5,test,mean_popularity,20.0,140.96979695431472,197,0,20260903,20260922T172819,1790078662,5
hybrid_frontier,history=5,test,popularity_percentile,20.0,0.9037098411658752,197,0,20260903,20260922T172819,1790078662,5
hybrid_frontier,history=5,test,gini,20.0,0.9549872850985283,197,0,20260903,20260922T172819,1790078662,5
global_mean,history=10,test,rmse,,1.2078333015383447,200,5081,20260903,20260922T172819,1790078662,10
global_mean,history=10,test,mae,,0.9966677053010526,200,5081,20260903,20260922T172819,1790078662,10
global_mean,history=10,test,precision_at_k,5.0,0.019289340101522848,197,0,20260903,20260922T172819,1790078662,10
global_mean,history=10,test,recall_at_k,5.0,0.006858401649323616,197,0,20260903,20260922T172819,1790078662,10
global_mean,history=10,test,coverage,5.0,0.004510309278350515,197,0,20260903,20260922T172819,1790078662,10
global_mean,history=10,test,mean_popularity,5.0,105.12791878172588,197,0,20260903,20260922T172819,1790078662,10
global_mean,history=10,test,popularity_percentile,5.0,0.8290168124707491,197,0,20260903,20260922T172819,1790078662,10
global_mean,history=10,test,gini,5.0,0.9967142445967868,197,0,20260903,20260922T172819,1790078662,10
global_mean,history=10,test,precision_at_k,10.0,0.022335025380710662,197,0,20260903,20260922T172819,1790078662,10
global_mean,history=10,test,recall_at_k,10.0,0.02056042989838101,197,0,20260903,20260922T172819,1790078662,10
global_mean,history=10,test,coverage,10.0,0.008376288659793814,197,0,20260903,20260922T172819,1790078662,10
global_mean,history=10,test,mean_popularity,10.0,117.50050761421319,197,0,20260903,20260922T172819,1790078662,10
global_mean,history=10,test,popularity_percentile,10.0,0.843501981691851,197,0,20260903,20260922T172819,1790078662,10
global_mean,history=10,test,gini,10.0,0.9934670835731854,197,0,20260903,20260922T172819,1790078662,10
global_mean,history=10,test,precision_at_k,20.0,0.0200507614213198,197,0,20260903,20260922T172819,1790078662,10
global_mean,history=10,test,recall_at_k,20.0,0.036847350796105086,197,0,20260903,20260922T172819,1790078662,10
global_mean,history=10,test,coverage,20.0,0.014819587628865979,197,0,20260903,20260922T172819,1790078662,10
global_mean,history=10,test,mean_popularity,20.0,102.27335025380711,197,0,20260903,20260922T172819,1790078662,10
global_mean,history=10,test,popularity_percentile,20.0,0.8160371399490094,197,0,20260903,20260922T172819,1790078662,10
global_mean,history=10,test,gini,20.0,0.9869753780940917,197,0,20260903,20260922T172819,1790078662,10
user_mean,history=10,test,rmse,,1.141503415662658,200,5081,20260903,20260922T172819,1790078663,10
user_mean,history=10,test,mae,,0.9223082772416135,200,5081,20260903,20260922T172819,1790078663,10
user_mean,history=10,test,precision_at_k,5.0,0.019289340101522848,197,0,20260903,20260922T172819,1790078663,10
user_mean,history=10,test,recall_at_k,5.0,0.006858401649323616,197,0,20260903,20260922T172819,1790078663,10
user_mean,history=10,test,coverage,5.0,0.004510309278350515,197,0,20260903,20260922T172819,1790078663,10
user_mean,history=10,test,mean_popularity,5.0,105.12791878172588,197,0,20260903,20260922T172819,1790078663,10
user_mean,history=10,test,popularity_percentile,5.0,0.8290168124707491,197,0,20260903,20260922T172819,1790078663,10
user_mean,history=10,test,gini,5.0,0.9967142445967868,197,0,20260903,20260922T172819,1790078663,10
user_mean,history=10,test,precision_at_k,10.0,0.022335025380710662,197,0,20260903,20260922T172819,1790078663,10
user_mean,history=10,test,recall_at_k,10.0,0.02056042989838101,197,0,20260903,20260922T172819,1790078663,10
user_mean,history=10,test,coverage,10.0,0.008376288659793814,197,0,20260903,20260922T172819,1790078663,10
user_mean,history=10,test,mean_popularity,10.0,117.50050761421319,197,0,20260903,20260922T172819,1790078663,10
user_mean,history=10,test,popularity_percentile,10.0,0.843501981691851,197,0,20260903,20260922T172819,1790078663,10
user_mean,history=10,test,gini,10.0,0.9934670835731854,197,0,20260903,20260922T172819,1790078663,10
user_mean,history=10,test,precision_at_k,20.0,0.0200507614213198,197,0,20260903,20260922T172819,1790078663,10
user_mean,history=10,test,recall_at_k,20.0,0.036847350796105086,197,0,20260903,20260922T172819,1790078663,10
user_mean,history=10,test,coverage,20.0,0.014819587628865979,197,0,20260903,20260922T172819,1790078663,10
user_mean,history=10,test,mean_popularity,20.0,102.27335025380711,197,0,20260903,20260922T172819,1790078663,10
user_mean,history=10,test,popularity_percentile,20.0,0.8160371399490094,197,0,20260903,20260922T172819,1790078663,10
user_mean,history=10,test,gini,20.0,0.9869753780940917,197,0,20260903,20260922T172819,1790078663,10
item_mean,history=10,test,rmse,,1.0755381202818342,200,5081,20260903,20260922T172819,1790078663,10
item_mean,history=10,test,mae,,0.8602215485574259,200,5081,20260903,20260922T172819,1790078663,10
item_mean,history=10,test,precision_at_k,5.0,0.024365482233502538,197,0,20260903,20260922T172819,1790078663,10
item_mean,history=10,test,recall_at_k,5.0,0.009943211083734676,197,0,20260903,20260922T172819,1790078663,10
item_mean,history=10,test,coverage,5.0,0.004510309278350515,197,0,20260903,20260922T172819,1790078663,10
item_mean,history=10,test,mean_popularity,5.0,139.19187817258884,197,0,20260903,20260922T172819,1790078663,10
item_mean,history=10,test,popularity_percentile,5.0,0.9268767161844168,197,0,20260903,20260922T172819,1790078663,10
item_mean,history=10,test,gini,5.0,0.9966985451881313,197,0,20260903,20260922T172819,1790078663,10
item_mean,history=10,test,precision_at_k,10.0,0.029441624365482238,197,0,20260903,20260922T172819,1790078663,10
item_mean,history=10,test,recall_at_k,10.0,0.022893033612080907,197,0,20260903,20260922T172819,1790078663,10
item_mean,history=10,test,coverage,10.0,0.00902061855670103,197,0,20260903,20260922T172819,1790078663,10
item_mean,history=10,test,mean_popularity,10.0,173.54416243654822,197,0,20260903,20260922T172819,1790078663,10
item_mean,history=10,test,popularity_percentile,10.0,0.9467401087230441,197,0,20260903,20260922T172819,1790078663,10
item_mean,history=10,test,gini,10.0,0.9933970903762624,197,0,20260903,20260922T172819,1790078663,10
item_mean,history=10,test,precision_at_k,20.0,0.025634517766497462,197,0,20260903,20260922T172819,1790078663,10
item_mean,history=10,test,recall_at_k,20.0,0.039469634371693825,197,0,20260903,20260922T172819,1790078663,10
item_mean,history=10,test,coverage,20.0,0.015463917525773196,197,0,20260903,20260922T172819,1790078663,10
item_mean,history=10,test,mean_popularity,20.0,149.5705583756345,197,0,20260903,20260922T172819,1790078663,10
item_mean,history=10,test,popularity_percentile,20.0,0.9206689969137319,197,0,20260903,20260922T172819,1790078663,10
item_mean,history=10,test,gini,20.0,0.9868854335653358,197,0,20260903,20260922T172819,1790078663,10
most_popular,history=10,test,rmse,,1.2078333015383447,200,5081,20260903,20260922T172819,1790078663,10
most_popular,history=10,test,mae,,0.9966677053010526,200,5081,20260903,20260922T172819,1790078663,10
most_popular,history=10,test,precision_at_k,5.0,0.050761421319796954,197,0,20260903,20260922T172819,1790078663,10
most_popular,history=10,test,recall_at_k,5.0,0.02143913735155029,197,0,20260903,20260922T172819,1790078663,10
most_popular,history=10,test,coverage,5.0,0.005154639175257732,197,0,20260903,20260922T172819,1790078663,10
most_popular,history=10,test,mean_popularity,5.0,359.73908629441627,197,0,20260903,20260922T172819,1790078663,10
most_popular,history=10,test,popularity_percentile,5.0,0.9986025063247226,197,0,20260903,20260922T172819,1790078663,10
most_popular,history=10,test,gini,5.0,0.9966449055418912,197,0,20260903,20260922T172819,1790078663,10
most_popular,history=10,test,precision_at_k,10.0,0.042131979695431476,197,0,20260903,20260922T172819,1790078663,10
most_popular,history=10,test,recall_at_k,10.0,0.0366613562934247,197,0,20260903,20260922T172819,1790078663,10
most_popular,history=10,test,coverage,10.0,0.00902061855670103,197,0,20260903,20260922T172819,1790078663,10
most_popular,history=10,test,mean_popularity,10.0,334.3,197,0,20260903,20260922T172819,1790078663,10
most_popular,history=10,test,popularity_percentile,10.0,0.9969425325727301,197,0,20260903,20260922T172819,1790078663,10
most_popular,history=10,test,gini,10.0,0.993373541263279,197,0,20260903,20260922T172819,1790078663,10
most_popular,history=10,test,precision_at_k,20.0,0.04365482233502538,197,0,20260903,20260922T172819,1790078663,10
most_popular,history=10,test,recall_at_k,20.0,0.08620892850923123,197,0,20260903,20260922T172819,1790078663,10
most_popular,history=10,test,coverage,20.0,0.01610824742268041,197,0,20260903,20260922T172819,1790078663,10
most_popular,history=10,test,mean_popularity,20.0,286.03299492385787,197,0,20260903,20260922T172819,1790078663,10
most_popular,history=10,test,popularity_percentile,20.0,0.9935908387253025,197,0,20260903,20260922T172819,1790078663,10
most_popular,history=10,test,gini,20.0,0.9867268041237114,197,0,20260903,20260922T172819,1790078663,10
content,history=10,test,rmse,,1.1612433705963596,200,5081,20260903,20260922T172819,1790078664,10
content,history=10,test,mae,,0.9231459158169908,200,5081,20260903,20260922T172819,1790078664,10
content,history=10,test,precision_at_k,5.0,0.022335025380710662,197,0,20260903,20260922T172819,1790078664,10
content,history=10,test,recall_at_k,5.0,0.007458185186168381,197,0,20260903,20260922T172819,1790078664,10
content,history=10,test,coverage,5.0,0.2712628865979381,197,0,20260903,20260922T172819,1790078664,10
content,history=10,test,mean_popularity,5.0,50.111675126903556,197,0,20260903,20260922T172819,1790078664,10
content,history=10,test,popularity_percentile,5.0,0.5924692436842777,197,0,20260903,20260922T172819,1790078664,10
content,history=10,test,gini,5.0,0.8339061437019205,197,0,20260903,20260922T172819,1790078664,10
content,history=10,test,precision_at_k,10.0,0.018781725888324875,197,0,20260903,20260922T172819,1790078664,10
content,history=10,test,recall_at_k,10.0,0.012957873192573187,197,0,20260903,20260922T172819,1790078664,10
content,history=10,test,coverage,10.0,0.39884020618556704,197,0,20260903,20260922T172819,1790078664,10
content,history=10,test,mean_popularity,10.0,49.53096446700508,197,0,20260903,20260922T172819,1790078664,10
content,history=10,test,popularity_percentile,10.0,0.595531620339915,197,0,20260903,20260922T172819,1790078664,10
content,history=10,test,gini,10.0,0.7822197655554974,197,0,20260903,20260922T172819,1790078664,10
content,history=10,test,precision_at_k,20.0,0.014213197969543146,197,0,20260903,20260922T172819,1790078664,10
content,history=10,test,recall_at_k,20.0,0.01923305290436947,197,0,20260903,20260922T172819,1790078664,10
content,history=10,test,coverage,20.0,0.5277061855670103,197,0,20260903,20260922T172819,1790078664,10
content,history=10,test,mean_popularity,20.0,47.774365482233506,197,0,20260903,20260922T172819,1790078664,10
content,history=10,test,popularity_percentile,20.0,0.5854860299724756,197,0,20260903,20260922T172819,1790078664,10
content,history=10,test,gini,20.0,0.7328176513684651,197,0,20260903,20260922T172819,1790078664,10
item_knn,history=10,test,rmse,,1.0948850913815225,200,5081,20260903,20260922T172819,1790078667,10
item_knn,history=10,test,mae,,0.854700380830245,200,5081,20260903,20260922T172819,1790078667,10
item_knn,history=10,test,precision_at_k,5.0,0.02030456852791878,197,0,20260903,20260922T172819,1790078667,10
item_knn,history=10,test,recall_at_k,5.0,0.005631214208612939,197,0,20260903,20260922T172819,1790078667,10
item_knn,history=10,test,coverage,5.0,0.17268041237113402,197,0,20260903,20260922T172819,1790078667,10
item_knn,history=10,test,mean_popularity,5.0,84.98172588832487,197,0,20260903,20260922T172819,1790078667,10
item_knn,history=10,test,popularity_percentile,5.0,0.6981727852016221,197,0,20260903,20260922T172819,1790078667,10
item_knn,history=10,test,gini,5.0,0.9201835522528652,197,0,20260903,20260922T172819,1790078667,10
item_knn,history=10,test,precision_at_k,10.0,0.019796954314720814,197,0,20260903,20260922T172819,1790078667,10
item_knn,history=10,test,recall_at_k,10.0,0.01476370007482529,197,0,20260903,20260922T172819,1790078667,10
item_knn,history=10,test,coverage,10.0,0.2847938144329897,197,0,20260903,20260922T172819,1790078667,10
item_knn,history=10,test,mean_popularity,10.0,80.68527918781726,197,0,20260903,20260922T172819,1790078667,10
item_knn,history=10,test,popularity_percentile,10.0,0.6851980219082497,197,0,20260903,20260922T172819,1790078667,10
item_knn,history=10,test,gini,10.0,0.8826083259197237,197,0,20260903,20260922T172819,1790078667,10
item_knn,history=10,test,precision_at_k,20.0,0.015736040609137057,197,0,20260903,20260922T172819,1790078667,10
item_knn,history=10,test,recall_at_k,20.0,0.02279367192317503,197,0,20260903,20260922T172819,1790078667,10
item_knn,history=10,test,coverage,20.0,0.4323453608247423,197,0,20260903,20260922T172819,1790078667,10
item_knn,history=10,test,mean_popularity,20.0,77.93324873096446,197,0,20260903,20260922T172819,1790078667,10
item_knn,history=10,test,popularity_percentile,20.0,0.6797139228989322,197,0,20260903,20260922T172819,1790078667,10
item_knn,history=10,test,gini,20.0,0.835685082945209,197,0,20260903,20260922T172819,1790078667,10
item_knn_ranking,history=10,test,rmse,,1.154911489083266,200,5081,20260903,20260922T172819,1790078671,10
item_knn_ranking,history=10,test,mae,,0.9082217586697048,200,5081,20260903,20260922T172819,1790078671,10
item_knn_ranking,history=10,test,precision_at_k,5.0,0.027411167512690356,197,0,20260903,20260922T172819,1790078671,10
item_knn_ranking,history=10,test,recall_at_k,5.0,0.010800132255682299,197,0,20260903,20260922T172819,1790078671,10
item_knn_ranking,history=10,test,coverage,5.0,0.1713917525773196,197,0,20260903,20260922T172819,1790078671,10
item_knn_ranking,history=10,test,mean_popularity,5.0,123.0497461928934,197,0,20260903,20260922T172819,1790078671,10
item_knn_ranking,history=10,test,popularity_percentile,5.0,0.8255816617410742,197,0,20260903,20260922T172819,1790078671,10
item_knn_ranking,history=10,test,gini,5.0,0.9329968862839499,197,0,20260903,20260922T172819,1790078671,10
item_knn_ranking,history=10,test,precision_at_k,10.0,0.019289340101522844,197,0,20260903,20260922T172819,1790078671,10
item_knn_ranking,history=10,test,recall_at_k,10.0,0.014677816766983392,197,0,20260903,20260922T172819,1790078671,10
item_knn_ranking,history=10,test,coverage,10.0,0.2802835051546392,197,0,20260903,20260922T172819,1790078671,10
item_knn_ranking,history=10,test,mean_popularity,10.0,112.61878172588833,197,0,20260903,20260922T172819,1790078671,10
item_knn_ranking,history=10,test,popularity_percentile,10.0,0.788844924021509,197,0,20260903,20260922T172819,1790078671,10
item_knn_ranking,history=10,test,gini,10.0,0.8971060756711497,197,0,20260903,20260922T172819,1790078671,10
item_knn_ranking,history=10,test,precision_at_k,20.0,0.021319796954314723,197,0,20260903,20260922T172819,1790078671,10
item_knn_ranking,history=10,test,recall_at_k,20.0,0.0327794202499703,197,0,20260903,20260922T172819,1790078671,10
item_knn_ranking,history=10,test,coverage,20.0,0.4271907216494845,197,0,20260903,20260922T172819,1790078671,10
item_knn_ranking,history=10,test,mean_popularity,20.0,100.98401015228427,197,0,20260903,20260922T172819,1790078671,10
item_knn_ranking,history=10,test,popularity_percentile,20.0,0.7617656203464606,197,0,20260903,20260922T172819,1790078671,10
item_knn_ranking,history=10,test,gini,20.0,0.8560962766235806,197,0,20260903,20260922T172819,1790078671,10
mf,history=10,test,rmse,,1.043295671096261,200,5081,20260903,20260922T172819,1790078699,10
mf,history=10,test,mae,,0.8259983454723921,200,5081,20260903,20260922T172819,1790078699,10
mf,history=10,test,precision_at_k,5.0,0.03451776649746193,197,0,20260903,20260922T172819,1790078699,10
mf,history=10,test,recall_at_k,5.0,0.013269161399721868,197,0,20260903,20260922T172819,1790078699,10
mf,history=10,test,coverage,5.0,0.02190721649484536,197,0,20260903,20260922T172819,1790078699,10
mf,history=10,test,mean_popularity,5.0,181.61421319796955,197,0,20260903,20260922T172819,1790078699,10
mf,history=10,test,popularity_percentile,5.0,0.9510333925713557,197,0,20260903,20260922T172819,1790078699,10
mf,history=10,test,gini,5.0,0.9935024072426605,197,0,20260903,20260922T172819,1790078699,10
mf,history=10,test,precision_at_k,10.0,0.029949238578680204,197,0,20260903,20260922T172819,1790078699,10
mf,history=10,test,recall_at_k,10.0,0.023850155017516788,197,0,20260903,20260922T172819,1790078699,10
mf,history=10,test,coverage,10.0,0.03672680412371134,197,0,20260903,20260922T172819,1790078699,10
mf,history=10,test,mean_popularity,10.0,172.24771573604062,197,0,20260903,20260922T172819,1790078699,10
mf,history=10,test,popularity_percentile,10.0,0.9437222424046054,197,0,20260903,20260922T172819,1790078699,10
mf,history=10,test,gini,10.0,0.989124234653828,197,0,20260903,20260922T172819,1790078699,10
mf,history=10,test,precision_at_k,20.0,0.02868020304568528,197,0,20260903,20260922T172819,1790078699,10
mf,history=10,test,recall_at_k,20.0,0.047488411166337785,197,0,20260903,20260922T172819,1790078699,10
mf,history=10,test,coverage,20.0,0.06958762886597938,197,0,20260903,20260922T172819,1790078699,10
mf,history=10,test,mean_popularity,20.0,154.4218274111675,197,0,20260903,20260922T172819,1790078699,10
mf,history=10,test,popularity_percentile,20.0,0.9293401669792207,197,0,20260903,20260922T172819,1790078699,10
mf,history=10,test,gini,20.0,0.9802785990894343,197,0,20260903,20260922T172819,1790078699,10
mf_ranking,history=10,test,rmse,,1.040866557863913,200,5081,20260903,20260922T172819,1790078716,10
mf_ranking,history=10,test,mae,,0.8258433958413313,200,5081,20260903,20260922T172819,1790078716,10
mf_ranking,history=10,test,precision_at_k,5.0,0.03553299492385787,197,0,20260903,20260922T172819,1790078716,10
